정답,연도,월,번호,단원,유형,서술형
4,2011,6,28,2011-06-28,[빈칸],■ “workers”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “managers”에 해당하는 어구에 모두 파란색 표시하세요.
2,2011,6,29,2011-06-29,[빈칸],■ 부모님의 행동의 의도/행동을 이끄는 상황에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 글쓴이가 주장하는 부모님의 행동에 해당하는 어구에 모두 파란색 표시하세요.
4,2011,6,30,2011-06-30,[심경분위기],■ Daniel의 심경을 나타내는 어구에 모두 파란색 표시하세요.
2,2011,6,31,2011-06-31,[어휘],■ “person who compares himself to others”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “글쓴이의 주장”에 해당하는 어구에 모두 파란색 표시하세요.
3,2011,6,32,2011-06-32,[어휘],■ “lawyers의 행동”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “lawyers의 행동의 이유”에 해당하는 어구에 모두 파란색 표시하세요.
2,2011,6,33,2011-06-33,[연결사],■ “follow safety rules”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “decrease the possibility of accidents”에 해당하는 어구에 모두 파란색 표시하세요.
5,2011,6,34,2011-06-34,[주제],■ “giving up privacy”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “lose your space”에 해당하는 어구에 모두 파란색 표시하세요.
1,2011,6,35,2011-06-35,[주제],■ “how effective that advertising is”의 첫번째 방법에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “how effective that advertising is”의 두번째 방법에 해당하는 어구에 모두 빨간색 표시하세요.
4,2011,6,36,2011-06-36,[도표],■ 도표의 내용과 일치 하지 않는 내용을 올바르게 고치세요.
2,2011,6,37,2011-06-37,[일치불일치],■ 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ toothfish 에 관한 내용에 대해서 모두 파란색 표시하세요.
5,2011,6,38,2011-06-38,[일치불일치],■ 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ Nikola Tesla의 관한 내용에 대해서 모두 파란색 표시하세요.
3,2011,6,39,2011-06-39,[요지],■ Violent 및 습득되어 지는 기술에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 획득되어진다/환경에 해당하는 어구에 모두 파란색 표시하세요.
5,2011,6,40,2011-06-40,[요지],■ “I don’t know”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “I don’t know”의 반대 개념에 해당하는 어구에 모두 파란색 표시하세요.
2,2011,6,41,2011-06-41,[제목],■ 음악을 듣는것의 유무에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 음악을 듣는것의 유무의 효과/결과에 해당하는 어구에 모두 파란색 표시하세요.
5,2011,6,42,2011-06-42,[제목],■ “문제점”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “해결책”에 관한 어구에 모두 파란색 표시하세요.
1,2011,6,43,2011-06-43,[문장넣기],■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ “Display your class work”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “Display your class work”의 효과에 해당하는 어구에 모두 파란색 표시하세요.
4,2011,6,44,2011-06-44,[순서],"■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ ""글쓴이가 한일""에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “글쓴이가 받은 대우”에 해당하는 어구에 모두 파란색 표시하세요."
4,2011,6,45,2011-06-45,[요약문완성],■ “advertise repeatedly”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “started appeal to you”에 해당하는 어구에 모두 파란색 표시하세요.
4,2011,6,46,2011-06-46,[장문3],■ 이 글에서 he[him]이 될 수 있는 명사를 모두 찾으시고 각 번호의 he[him]이 무엇을 가리키는지 서술하세요.\r\n■ 앞문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞문장의 무엇을 나타내는지 쓰세요.\r\n■ 48번 각 문항에 대한 것을 본문에 모두 밑줄 표시하시고 일치하지 않는 내용은 올바르게 고치세요.
5,2011,6,47,2011-06-47,[장문3],
1,2011,6,48,2011-06-48,[장문3],
4,2011,6,49,2011-06-49,[장문2],■ “문제점”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “해결책”에 해당하는 어구에 모두 파란색 표시하세요.
3,2011,6,50,2011-06-50,[장문2],
2,2011,9,18,2011-09-18,[목적],■ 이 글의 상황을 나타낸 어구에 모두 빨간색 표시하세요.\r\n■ 이 글의 목적을 나타낸 어구에 모두 파란색 표시하세요.
4,2011,9,19,2011-09-19,[지칭추론],■ They[they]가 될 수 있는 첫 번째 명사에 동그라미 표시하시고 They의 특징에 대한 어구에 모두 빨간색 표시하세요.\r\n■ They[they]가 될 수 있는 두 번째 명사에 세모 표시하시고 They의 특징에 대한 어구에 모두 파란색 표시하세요.
3,2011,9,20,2011-09-20,[어법],■ 각 문항의 어법 출제 의도를 설명하시고 올바른 답을 고르세요.\r\n■ 핵심어에 동그라미 표시하시고 “buried”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “rediscovery”에 해당하는 어구에 모두 빨간색 표시하세요.
2,2011,9,21,2011-09-21,[어법],■ 각 문항의 어법 출제 의도를 설명하시고 올바른 답을 고르세요.\r\n■ 핵심어에 동그라미 표시하시고 “핵심어의 기능”에 해당하는 어구에 모두 빨간색 표시하세요.
4,2011,9,22,2011-09-22,[무관한문장],■ 핵심어에 동그라미 표시하시고 “핵심어의 기능”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “핵심어의 효과”에 모두 파란색 표시하세요.
4,2011,9,23,2011-09-23,[주장],■ “문제점”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “글쓴이의 주장”에 해당하는 어구에 모두 파란색 표시하세요.
3,2011,9,24,2011-09-24,[빈칸],■ 핵심어에 동그라미 표시하시고 “핵심어의 특징”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “핵심어의 결과”에 해당하는 어구에 모두 빨간색 표시하세요.
1,2011,9,25,2011-09-25,[빈칸],■ “America의 특징”에 관한 어구에 모두 파란색 표시하세요.\r\n■ “Europe의 특징”에 관한 어구에 모두 빨간색 표시하세요.
3,2011,9,26,2011-09-26,[빈칸],■ “get serious ear infections”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “get serious ear infections”의 결과 해당하는 어구에 모두 파란색 표시하세요.
4,2011,9,27,2011-09-27,[빈칸],■ 이 글의 “상황”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 상황에 대한 “결과”에 해당하는 어구에 모두 파란색 표시하세요.
2,2011,9,28,2011-09-28,[빈칸],■ “실험의 조건”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “실험의 결과”에 해당하는 어구에 모두 파란색 표시하세요.
5,2011,9,29,2011-09-29,[빈칸],■ “what happened”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “what you’re going to do about it.”에 해당하는 어구에 모두 파란색 표시하세요.
1,2011,9,30,2011-09-30,[심경분위기],■ Simon의 심경을 나타내는 어구에 모두 파란색 표시하세요.
3,2011,9,31,2011-09-31,[어휘],■ “characteristics”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “blood types”에 해당하는 어구에 모두 파란색 표시하세요.
5,2011,9,32,2011-09-32,[어휘],■ “나의 생각/행동”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “나의 노력의 결과”에 해당하는 어구에 모두 파란색 표시하세요.
4,2011,9,33,2011-09-33,[연결사],■ “piano player의 행동”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “piano player의 행동의 결과”에 해당하는 어구에 모두 파란색 표시하세요.
5,2011,9,34,2011-09-34,[제목],■ “일반적인 사람들의 통념”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “글쓴이의 주장”에 해당하는 어구에 모두 파란색 표시하세요.
1,2011,9,35,2011-09-35,[제목],■ “문제점”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “해결책”에 해당하는 어구에 모두 파란색 표시하세요.
3,2011,9,36,2011-09-36,[일치불일치],■ 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ Bactrian camels의 관한 내용에 대해서 모두 파란색 표시하세요.
3,2011,9,37,2011-09-37,[일치불일치],■ 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ Salmonberry의 관한 내용에 대해서 모두 파란색 표시하세요.
3,2011,9,38,2011-09-38,[도표],■ 도표의 내용과 일치 하지 않는 내용을 올바르게 고치세요.
2,2011,9,39,2011-09-39,[주장],■ 이 글의 핵심어에 동그라미 표시하시고 핵심어의 특징에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 핵심어에 대한 문제점에 해당하는 어구에 모두 파란색 표시하세요.
5,2011,9,40,2011-09-40,[주장],■ “You act lazy sometimes”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “You are a lazy person”에 해당하는 어구에 모두 파란색 표시하세요.
4,2011,9,41,2011-09-41,[제목],"■ “이 글의 상황""에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “상황의 해결책""에 해당하는 어구에 모두 파란색 표시하세요."
1,2011,9,42,2011-09-42,[제목],■ 이 글의 핵심어에 동그라미 표시하시고 핵심어의 특징에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “핵심어가 발생한 원인”에 관한 어구에 모두 파란색 표시하세요.
4,2011,9,43,2011-09-43,[순서],■ 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ “odd behaviors”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “influential person”의 효과에 해당하는 어구에 모두 파란색 표시하세요.
2,2011,9,44,2011-09-44,[문장넣기],"■ 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ ""문제점""에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “해결책”에 해당하는 어구에 모두 파란색 표시하세요."
1,2011,9,45,2011-09-45,[요약문완성],■ “don’t seem to do anything useful”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “don’t seem to do anything useful와 반대 개념”에 해당하는 어구에 모두 파란색 표시하세요.
4,2011,9,46,2011-09-46,[장문2],■ “Babies cry”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “language they heard in the womb”에 해당하는 어구에 모두 파란색 표시하세요.
5,2011,9,47,2011-09-47,[장문2],
1,2011,9,48,2011-09-48,[장문3],■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ He[him]이 될 수 있는 첫 번째 명사에 동그라미 표시하시고 They의 특징에 대한 어구에 모두 빨간색 표시하세요.\r\n■ He[him]이 될 수 있는 두 번째 명사에 세모 표시하시고 They의 특징에 대한 어구에 모두 파란색 표시하세요.\r\n■ 50번 각 문항에 대한 것을 본문에 모두 밑줄 표시하시고 일치하지 않는 내용은 올바르게 고치세요.
1,2011,9,49,2011-09-49,[장문3],
5,2011,9,50,2011-09-50,[장문3],
1,2011,11,18,2011-11-18,[목적],■ 이 글의 상황을 나타낸 어구에 모두 파란색 표시하세요.\r\n■ 이 글의 목적을 나타낸 어구에 모두 빨간색 표시하세요.
2,2011,11,19,2011-11-19,[지칭추론],■ They[they]가 될 수 있는 첫 번째 명사에 동그라미 표시하시고 They의 특징에 대한 어구에 모두 빨간색 표시하세요.\r\n■ They[they]가 될 수 있는 두 번째 명사에 세모 표시하시고 They의 특징에 대한 어구에 모두 파란색 표시하세요.
1,2011,11,20,2011-11-20,[어법],■ 각 문항의 어법 출제 의도를 설명하시고 올바른 답을 고르세요.\r\n■ dog과 people 특징에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 글쓴이의 주장에 해당하는 어구에 모두 파란색 표시하세요.
5,2011,11,21,2011-11-21,[어법],■ 각 문항의 어법 출제 의도를 설명하시고 올바른 답을 고르세요.\r\n■ “문제점”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “해결책”에 해당하는 어구에 모두 파란색 표시하세요.
4,2011,11,22,2011-11-22,[무관한문장],■ “digestive process”에 해당하는 어구에 모두 빨간색 표시하세요.
2,2011,11,23,2011-11-23,[주장],■ “이 글의 상황”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “필자의 주장”에 해당하는 어구에 모두 파란색 표시하세요.
2,2011,11,24,2011-11-24,[빈칸],■ spread happiness에 관한 어구에 모두 파란색 표시하세요.\r\n■ source of the happiness에 관한 어구에 모두 빨간색 표시하세요.
2,2011,11,25,2011-11-25,[빈칸],■ “quantity”에 관한 어구에 모두 파란색 표시하세요.\r\n■ “quality”에 관한 어구에 모두 빨간색 표시하세요.
1,2011,11,26,2011-11-26,[빈칸],■ “city ”가 일을 했을 때 과정 및 결과에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “private company ”가 일을 했을 때 과정 및 결과에 해당하는 어구에 모두 파란색 표시하세요.
1,2011,11,27,2011-11-27,[빈칸],■ “normal-weight person”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “obese person”에 해당하는 어구에 모두 파란색 표시하세요.
1,2011,11,28,2011-11-28,[빈칸],■ 핵심어에 동그라미 표시하시고 “핵심어의 특징”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “핵심어의 효과”에 해당하는 어구에 모두 파란색 표시하세요.
2,2011,11,29,2011-11-29,[빈칸],■ “measure your effectiveness”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “글쓴이가 주장하는 최고의 방법”에 해당하는 어구에 모두 파란색 표시하세요.
5,2011,11,30,2011-11-30,[심경분위기],■ I의 심경을 나타내는 어구에 모두 파란색 표시하세요.
5,2011,11,31,2011-11-31,[어휘],■ “문제점”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “해결책”에 해당하는 어구에 모두 파란색 표시하세요.
4,2011,11,32,2011-11-32,[어휘],"■ “문제점, 하지 말아야 할 것”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “글쓴이의 주장”에 해당하는 어구에 모두 파란색 표시하세요."
5,2011,11,33,2011-11-33,[연결사],■ “문제점”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “해결책”에 해당하는 어구에 모두 파란색 표시하세요.\r\n■ “해결책 뒤에 발생한 문제점”에 해당하는 어구에 밑줄 표시하세요.
3,2011,11,34,2011-11-34,[주제],■ “innate ability”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “cultivate”에 해당하는 어구에 모두 파란색 표시하세요.
1,2011,11,35,2011-11-35,[주제],■ “modest physical activity”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “modest physical activity”에 대한 글쓴이의 주장에 해당하는 어구에 모두 파란색 표시하세요.
2,2011,11,36,2011-11-36,[일치불일치],■ 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ strawberry poison arrow frog의 관한 내용에 대해서 모두 파란색 표시하세요.
3,2011,11,37,2011-11-37,[일치불일치],■ 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ Uppsala의 관한 내용에 대해서 모두 파란색 표시하세요.
4,2011,11,38,2011-11-38,[도표],■ 도표의 내용과 일치 하지 않는 내용을 올바르게 고치세요.
5,2011,11,39,2011-11-39,[요지],■ “originally written”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “Simplifying great writing”에 해당하는 어구에 모두 파란색 표시하세요.
2,2011,11,40,2011-11-40,[요지],■ Breathing의 방법에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ Breathing의 방법에 따른 효과에 해당하는 어구에 모두 파란색 표시하세요.
2,2011,11,41,2011-11-41,[제목],"■ “tremble""에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “water in the pool""에 해당하는 어구에 모두 파란색 표시하세요."
3,2011,11,42,2011-11-42,[제목],"■ ”rivals“에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “rivals의 결과, 효과”에 관한 어구에 모두 파란색 표시하세요."
4,2011,11,43,2011-11-43,[순서],■ 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ “문제점”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “해결책”의 효과에 해당하는 어구에 모두 파란색 표시하세요.
4,2011,11,44,2011-11-44,[문장넣기],■ 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ 핵심어에 동그라미 표시하시고 핵심어에 대한 첫 번째 의견을 나타내는 어구에 모두 빨간색 표시하세요.\r\n■ 핵심어에 대한 두 번째 의견을 나타내는 어구에 모두 파란색 표시하세요.
2,2011,11,45,2011-11-45,[요약문완성],■ “(A)”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “(B)”에 해당하는 어구에 모두 파란색 표시하세요.
5,2011,11,46,2011-11-46,[장문2],■ “youth-oriented culture”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “youth-oriented culture”와 반대개념에 해당하는 어구에 모두 파란색 표시하세요.
4,2011,11,47,2011-11-47,[장문2],
2,2011,11,48,2011-11-48,[장문3],■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ He[him]이 될 수 있는 첫 번째 명사에 동그라미 표시하시고 he의 특징에 대한 어구에 모두 빨간색 표시하세요.\r\n■ He[him]이 될 수 있는 두 번째 명사에 세모 표시하시고 he의 특징에 대한 어구에 모두 파란색 표시하세요.\r\n■ 50번 각 문항에 대한 것을 본문에 모두 밑줄 표시하시고 일치하지 않는 내용은 올바르게 고치세요.
2,2011,11,49,2011-11-49,[장문3],
2,2011,11,50,2011-11-50,[장문3],
5,2012,3,23,2012-03-23,[목적],■ 이 글의 배경을 나타내는 어구에 모두 파란색 표시하세요.\r\n■ 이 글의 목적을 나타내는 어구에 모두 빨간색 표시하세요.
3,2012,3,24,2012-03-24,[지칭추론],■ she[her]가 될 수 있는 첫 번째 명사에 동그라미 표시하시고 she의 특징에 대한 어구에 모두 빨간색 표시하세요.\r\n■ she[her]가 될 수 있는 두 번째 명사에 세모 표시하시고 she의 특징에 대한 어구에 모두 파란색 표시하세요.
2,2012,3,25,2012-03-25,[심경분위기],■ Jancsi의 심정을 나타내는 어구에 모두 빨간색 표시하세요.
5,2012,3,26,2012-03-26,[어법],■ 핵심어에 동그라미 표시하시고 핵심어의 특징을 나타내는 어구에 모두 빨간색 표시하세요.\r\n■ families에 해당하는 어구에 모두 파란색 표시하세요.
4,2012,3,27,2012-03-27,[어법],■ 핵심어에 동그라미 표시하시고 핵심어의 특징을 나타내는 어구에 모두 빨간색 표시하세요.\r\n■ “글쓴이의 주장”에 해당하는 어구에 모두 파란색 표시하세요.
3,2012,3,28,2012-03-28,[주장],■ forget your first love에 관한 어구에 모두 빨간색 표시하세요.\r\n■ forget your first love의 이유 및 원인에 해당하는 어구에 모두 파란색 표시하세요.
5,2012,3,29,2012-03-29,[빈칸],■ “between”에 해당하는 어구에 모두 파란색 표시하세요.\r\n■ between에 관한 글쓴이의 주장을 나타내는 어구에 모두 빨간색 표시하세요.
1,2012,3,30,2012-03-30,[빈칸],■ “method to clean its dirty tap water.”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ clean its dirty tap water의 결과”에 해당하는 어구에 모두 파란색 표시하세요.
4,2012,3,31,2012-03-31,[빈칸],■ “글쓴이의 습관”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “글쓴이가 깨달은 점”에 해당하는 어구에 모두 파란색 표시하세요.
3,2012,3,32,2012-03-32,[빈칸],■ 핵심어에 동그라미 표시하시고 핵심어를 줄이는 방법에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “핵심어의의 원인”에 해당하는 어구에 모두 파란색 표시하세요.
3,2012,3,33,2012-03-33,[빈칸],■ 핵심어에 동그라미 표시하시고 핵심어의 특징을 나타내는 어구에 모두 빨간색 표시하세요.\r\n■ “글쓴이의 주장”에 해당하는 어구에 모두 파란색 표시하세요.
5,2012,3,34,2012-03-34,[연결사],■ “문제점”을 나타내는 어구에 모두 파란색 표시하세요.\r\n■ “해결책”을 나타내는 어구에 모두 빨간색 표시하세요.
3,2012,3,35,2012-03-35,[어휘],■ “문제점”을 나타내는 어구에 모두 파란색 표시하세요.\r\n■ “해결책”을 나타내는 어구에 모두 빨간색 표시하세요.
3,2012,3,36,2012-03-36,[어휘],■ “ropes”을 나타내는 어구에 모두 파란색 표시하세요.\r\n■ “ropes의 역할”을 나타내는 어구에 모두 빨간색 표시하세요.
4,2012,3,37,2012-03-37,[주제],■ “문제점”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “해결책”에 해당하는 어구에 모두 파란색 표시하세요.
2,2012,3,38,2012-03-38,[요지],■ “value of a service”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “the amount of money”에 해당하는 어구에 모두 파란색 표시하세요.
4,2012,3,39,2012-03-39,[도표],■ 도표의 내용과 일치하지 않는 번호를 고르시고 내용을 올바르게 고치세요.
1,2012,3,40,2012-03-40,[일치불일치],■ Cesaria Evora의 관한 내용에 대해서 모두 파란색 표시하세요.
4,2012,3,41,2012-03-41,[제목],■ “일반 사람들의 잘못된 생각”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “글쓴이의 주장”에 해당하는 어구에 모두 파란색 표시하세요.
1,2012,3,42,2012-03-42,[순서],■ “문제점”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “해결책”에 해당하는 어구에 모두 파란색 표시하세요.
2,2012,3,43,2012-03-43,[장문3],■ 45번 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ 이 글에서 앞문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞문장의 무엇을 나타내는지 쓰세요.
2,2012,3,44,2012-03-44,[장문3],
2,2012,3,45,2012-03-45,[장문3],
1,2012,6,23,2012-06-23,[목적],■ 이 글의 배경을 나타내는 어구에 모두 파란색 표시하세요.\r\n■ 이 글의 목적을 나타내는 어구에 모두 빨간색 표시하세요.
4,2012,6,24,2012-06-24,[어법],■ 각 문항의 어법 출제 의도를 설명하시고 올바른 답을 고르세요.\r\n■ 문제점을 나타내는 어구에 모두 빨간색 표시하세요.\r\n■ 해결책을 나타내는 어구에 모두 파란색 표시하세요.
3,2012,6,25,2012-06-25,[무관한문장],■ 각 문항의 어법 출제 의도를 설명하시고 올바른 답을 고르세요.\r\n■ “beliefs and practices regarding feet and footwear”에 해당하는 어구에 모두 빨간색 표시하세요.
1,2012,6,26,2012-06-26,[심경분위기],■ 이 글의 분위기를 나타내는 어구에 모두 파란색 표시하세요.
3,2012,6,27,2012-06-27,[주장],■ “초반 상황”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “글쓴이의 주장”에 해당하는 어구에 모두 파란색 표시하세요.
4,2012,6,28,2012-06-28,[빈칸],■ “Jenny Hernandez”의 특징에 관한 어구에 모두 파란색 표시하세요.
2,2012,6,29,2012-06-29,[빈칸],■ “Dogs”의 특성을 나타내는 어구에 모두 파란색 표시하세요.
4,2012,6,30,2012-06-30,[빈칸],■ “winning field goal kicker”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “loser”에 해당하는 어구에 모두 파란색 표시하세요.
3,2012,6,31,2012-06-31,[빈칸],■ “mud­slinging”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “글쓴이의 주장”에 해당하는 어구에 모두 파란색 표시하세요.
2,2012,6,32,2012-06-32,[연결사],■ “what will happen”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “what happened”에 해당하는 어구에 모두 파란색 표시하세요.
1,2012,6,33,2012-06-33,[어휘],■ “일반 사람들의 통념”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “글쓴이의 주장” 에 해당하는 어구에 모두 파란색 표시하세요.
3,2012,6,34,2012-06-34,[주제],■ 이 글의 핵심 어구에 동그라미 표시하시고 핵심어와 관련된 어구에 모두 모두 빨간색 표시하세요.\r\n■ 핵심어와 반대개념의 어구에 모두 파란색 표시하세요.
5,2012,6,35,2012-06-35,[도표],■ 도표의 내용과 일치 하지 않는 내용을 올바르게 고치세요.
3,2012,6,36,2012-06-36,[일치불일치],■ 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ Cantor’s giant softshell turtle의 관한 내용에 대해서 모두 파란색 표시하세요.
1,2012,6,37,2012-06-37,[요지],■ “rumor”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “feathers”에 해당하는 어구에 모두 파란색 표시하세요.
1,2012,6,38,2012-06-38,[제목],■ 제문 형광색 표시하시고 영어로 적어보세요.\r\n■ “upas”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “upas”와 반대개념의 어구에 모두 파란색 표시하세요.
4,2012,6,39,2012-06-39,[문장넣기],■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ “responsibility”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “responsibility의 결과”에 해당하는 어구에 모두 파란색 표시하세요.
5,2012,6,40,2012-06-40,[요약문완성],■ “catching”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “attitude”에 해당하는 어구에 모두 파란색 표시하세요.
5,2012,6,41,2012-06-41,[장문2],■ “treated as important”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “treated as important”반대 개념에 해당하는 어구에 모두 파란색 표시하세요.
2,2012,6,42,2012-06-42,[장문2],
2,2012,6,43,2012-06-43,[장문3],■ she[her]가 될 수 있는 첫 번째 명사에 동그라미 표시하시고 she의 특징에 대한 어구에 모두 빨간색 표시하세요.\r\n■ she[her]가 될 수 있는 두 번째 명사에 세모 표시하시고 she의 특징에 대한 어구에 모두 파란색 표시하세요.\r\n■ 45번 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.
3,2012,6,44,2012-06-44,[장문3],
4,2012,6,45,2012-06-45,[장문3],
4,2012,9,23,2012-09-23,[목적],■ 이 글의 배경을 나타내는 어구에 모두 파란색 표시하세요.\r\n■ 이 글의 목적을 나타내는 어구에 모두 빨간색 표시하세요.
4,2012,9,24,2012-09-24,[지칭추론],■ 이 글에서 she[her]가 될 수 있는 첫 번째 명사를 고르시고 그것의 행동에 관한 것에 모두 파란색 표시하세요.\r\n■ 이 글에서 she[her]가 될 수 있는 두 번째 명사를 고르시고 그것의 행동에 관한 것에 모두 빨간색 표시하세요.
